side_effect,compound
db01062,c0009806
db06218,c0041834
db06237,c0042023
db00360,c0036572
db00457,c0018418
db00480,c0007120
db00583,c0042571
db00341,c0019112
db00572,c0205204
db00904,c0006826
db08826,c0877104
db00770,c0036679
db00271,c0012833
db00399,c0007859
db00990,c0032584
db00920,c0027769
db00503,c0426576
db00273,c0403632
db01162,c0027769
db06151,c0027497
db01192,c0687713
db01262,c0018944
db00496,c0020538
db00589,c0877090
db00425,c0267596
db00469,c0021053
db00531,c0006826
db00529,c0009421
db01255,c0338831
db00518,c0021053
db00603,c0424605
db01264,c0043352
db00320,c0011168
db00296,c0025289
db00287,c0009760
db06702,c0015672
db00187,c0027765
db00413,c0011206
db00370,c0008031
db01337,c0037036
db01184,c0013144
db00502,c0014549
db00492,c0040586
db01398,c0042109
db00630,c0000731
db00327,c0026821
db01118,c0013395
db00404,c0221170
db00790,c0014591
db00815,c0013378
db01177,c0024305
db01229,c2939186
db00315,c0022346
db01265,c0011991
db00688,c0013428
db00413,c3495920
db01041,c0011606
db00153,c0020438
db01101,c0011603
db01409,c0020523
db00569,c0039070
db01137,c0013362
db04868,c0042109
db01136,c0042023
db00937,c0242350
db04938,c0007222
db08868,c0040247
db00582,c0041657
db00712,c0000731
db01039,c0018681
db00412,c0023530
db06637,c0011603
db00818,c0011570
db06268,c0919883
db00927,c0042963
db00222,c0002792
db01198,c0011124
db00275,c0037933
db00612,c0025061
db06616,c0151905
db00361,c0948594
db01576,c0220870
db01254,c0238154
db00678,c0687713
db00476,c0242350
db00745,c0235969
db01177,c0026986
db00459,c0314719
db00688,c0264863
db08827,c0038353
db08930,c0027121
db00675,c0043352
db00813,c0854097
db00688,c0025202
db06802,c0013238
db00448,c0002622
db00465,c0009319
db00413,c0877322
db00136,c0020438
db00248,c0857353
db08868,c0011570
db00273,c0001824
db01165,c0023222
db00869,c1142412
db01194,c0235266
db00496,c0015230
db00543,c0151596
db00813,c1306341
db00569,c0151539
db00299,c0038325
db00697,c0007785
db00983,c0004245
db01148,c2830004
db00569,c0000731
db01175,c0231528
db01586,c0009782
db00736,c0151578
db00990,c0018801
db00647,c0085631
db00857,c0302295
db00882,c0085635
db00465,c0231919
db01624,c0151905
db01611,c0028084
db00422,c0027339
db00889,c0231218
db01068,c0149931
db00828,c1384666
db00215,c0236000
db00669,c0011615
db00828,c0002792
db00516,c0019054
db01273,c0038002
db01149,c0236051
db00346,c0037274
db00553,c0042571
db04845,c0270934
db00437,c0042790
db00724,c0242350
db00747,c0027497
db00104,c0028643
db00470,c0011603
db06717,c0032781
db00494,c0855242
db04845,c0151786
db01234,c0039231
db01142,c0022354
db00480,c0239978
db00530,c0011168
db00529,c0038367
db00213,c0031350
db00921,c0007859
db06716,c0085605
db00906,c0027769
db01105,c0855223
db00962,c0013404
db01186,c0040485
db00369,c0151905
db00531,c0151686
db01008,c0020456
db00968,c0221046
db04946,c0268000
db01222,c0019572
db01097,c0281981
db00295,c0013428
db00512,c0014518
db01623,c2830004
db00520,c0038450
db00619,c0206061
db00997,c0574067
db01595,c0233477
db08912,c0033771
db00327,c0042035
db01111,c0013182
db00603,c1266194
db01413,c0009319
db01112,c0149514
db00261,c3665347
db06817,c0004604
db00924,c0018681
db00492,c0006266
db06701,c0235996
db00381,c0428977
db04861,c0037274
db01053,c0151828
db00297,c0311468
db00433,c0015230
db01168,c0687713
db00586,c0853700
db00399,c0022661
db00688,c0003467
db00454,c0221722
db01264,c0036572
db01238,c0149725
db01268,c0004604
db00398,c1384353
db00912,c0522055
db00285,c0302809
db00152,c0038990
db00514,c0015672
db00538,c0232726
db01263,c0220981
db00281,c0029408
db00285,c0001824
db01155,c0020437
db06766,c0235266
db00564,c0178298
db00561,c0242184
db00661,c0004331
db00569,c0239571
db00620,c0043352
db00627,c0549386
db00402,c0023067
db06817,c0311468
db00724,c0011991
db01156,c0019572
db00465,c0235416
db01232,c0029408
db01165,c0235996
db00216,c0027769
db01238,c0424489
db00828,c0162287
db00195,c0428977
db00788,c0030554
db00222,c0033774
db00091,c0010200
db01059,c0022107
db00440,c0020625
db00480,c0036396
db00482,c0086565
db00390,c0042963
db00216,c0149931
db00520,c0235431
db00285,c0011991
db05521,c0022660
db00724,c0038454
db01050,c0235996
db00724,c0003862
db00268,c0040046
db00780,c0392676
db00538,c0025222
db00198,c0009763
db01229,c0017178
db00780,c0231218
db01265,c0019163
db01073,c1168174
db00808,c1291078
db00181,c0041657
db00742,c0035455
db00480,c0424605
db00370,c0948525
db06216,c0040460
db00537,c0000737
db00681,c0034063
db00749,c0020456
db00520,c0025061
db00145,c0032617
db00667,c0042963
db00989,c0018021
db00624,c0085932
db00746,c0020517
db00411,c0009450
db00202,c0032708
db00303,c0233494
db01110,c0014742
db01043,c0344232
db00678,c1318520
db00591,c0234894
db00833,c3665624
db00262,c0518015
db00656,c0234215
db00184,c0041834
db00434,c0349506
db01273,c0027765
db01600,c1167965
db00996,c0747102
db01551,c0030446
db01233,c0221745
db00188,c0037278
db06699,c0151849
db00619,c0856110
db01080,c0038663
db00299,c0030252
db00091,c0231528
db00287,c0234215
db01101,c0232462
db01263,c0030554
db00734,c0235146
db00813,c0234133
db01224,c0235475
db00724,c0021053
db00697,c0025874
db00783,c1458155
db00572,c0004134
db00704,c0041582
db01189,c0027051
db00625,c0011603
db00734,c0423006
db00681,c0029163
db00820,c0014868
db00537,c0005779
db00476,c0040822
db01068,c0027441
db00455,c2830004
db01172,c0599918
db00551,c0003123
db01234,c0014544
db00864,c0005684
db00564,c0853755
db00497,c0004096
db00853,c0242350
db02638,c0018681
db06772,c0037763
db01024,c0009676
db08901,c0003811
db00480,c0232849
db01133,c0035455
db00633,c0546817
db06589,c0042075
db01320,c0013428
db00544,c0000768
db00244,c3495920
db01166,c0162316
db06768,c0520893
db00535,c0014742
db01020,c3665386
db00537,c0151692
db01410,c0151790
db00857,c0267792
db00401,c0017601
db00399,c0013378
db04839,c0151579
db00297,c0016382
db06777,c0000737
db01104,c0031117
db00603,c0015967
db00307,c0011991
db00674,c0034150
db00695,c0000731
db00204,c0151736
db00822,c0234233
db01267,c0028850
db00355,c0037383
db00247,c0741165
db00230,c0020625
db00908,c0006145
db01210,c1145670
db00482,c0013491
db01203,c0234192
db00490,c0042109
db00486,c0039231
db01586,c0232849
db00783,c0030193
db00323,c0080274
db00530,c0011991
db00715,c0085681
db00176,c0267792
db00313,c0009421
db00091,c0005779
db00563,c0015927
db00598,c0085633
db00104,c0013447
db01067,c0687713
db00880,c0022354
db00758,c1368065
db00257,c0520893
db00881,c0042075
db00827,c0014742
db00641,c0035410
db01101,c0151970
db00978,c0424295
db01221,c0030193
db00180,c0013390
db01111,c2363730
db00188,c0851341
db00552,c0006840
db01198,c0023218
db00982,c0521854
db00665,c0027769
db00828,c0004093
db01008,c0034088
db00207,c0151904
db00937,c0011991
db00492,c0007177
db00705,c0034150
db00338,c0034359
db00289,c0393760
db06702,c0235234
db00182,c0231530
db01233,c0002994
db00586,c0031542
db01128,c0236075
db00666,c0236075
db01611,c0041657
db00869,c0002994
db00633,c0042790
db01156,c0231919
db06813,c0040034
db00683,c0038999
db00715,c0030305
db01119,c0000737
db01224,c0151752
db06695,c0019064
db00369,c0002064
db00178,c0863113
db00811,c0030920
db01340,c0030305
db01003,c0234215
db00448,c0036454
db00608,c3665347
db04868,c0030489
db01100,c0036974
db00997,c0004093
db00630,c0232487
db00472,c0497247
db00688,c0151735
db00193,c1579838
db01105,c0151904
db00213,c0003811
db00484,c0042165
db01203,c0030554
db00014,c0403632
db00243,c0236075
db00380,c0151754
db01165,c0237849
db00497,c0025222
db01001,c0006277
db00307,c0032617
db00520,c0860866
db00760,c0018790
db00422,c0855242
db01544,c0851578
db00497,c0085593
db00724,c0031117
db00213,c0740394
db00808,c0947912
db00995,c0023530
db00843,c0948349
db00285,c0015644
db00429,c0023380
db00918,c0026848
db00949,c0039240
db00502,c0027497
db01208,c0019158
db00582,c0003864
db01224,c0038325
db00482,c0005940
db00877,c0034063
db04839,c0039231
db00244,c0024115
db04574,c0497327
db00973,c0239377
db00437,c0423791
db06228,c0151479
db00684,c0010032
db00203,c0027092
db00455,c0015967
db00273,c0041747
db01186,c0018524
db00888,c0028961
db00988,c0010520
db08901,c0007642
db01112,c0687713
db00989,c0040261
db00704,c0001973
db00970,c0019158
db01008,c0687713
db00388,c0016242
db00565,c0042109
db00918,c0031350
db00877,c0151825
db01229,c0027424
db00950,c0028084
db00485,c1443060
db00624,c0240515
db01175,c0009917
db00209,c0041657
db00757,c0151662
db00683,c0031542
db00503,c0039971
db01165,c2364111
db06590,c0438717
db00224,c0002994
db00301,c0001824
db00496,c3665386
db00717,c0549124
db01104,c0042963
db00633,c0027497
db01320,c0281981
db01074,c0575081
db01590,c0021400
db00524,c0015672
db00355,c0031256
db00943,c0002622
db06795,c0038999
db00413,c0042510
db00295,c0036974
db00497,c0011334
db00186,c0233794
db00586,c0043094
db01261,c0020615
db01175,c0687713
db00622,c0035455
db01235,c0030193
db01618,c0392156
db00315,c0549343
db00639,c0234233
db08866,c0227791
db01238,c2363730
db00583,c0039231
db06228,c0018965
db00978,c0233632
db00569,c0151905
db05294,c0038325
db00461,c1527407
db00307,c0231528
db00864,c0031154
db00762,c0035455
db00734,c1167965
db01118,c0032231
db00316,c0014742
db00648,c0271738
db06775,c0699744
db01197,c0011991
db01273,c0015371
db00552,c0314719
db06414,c0042571
db00213,c0037199
db00545,c0020649
db00523,c0007222
db00496,c0013404
db08947,c0027726
db00234,c0037822
db00978,c0014743
db00884,c0021368
db08947,c1384666
db01208,c0600228
db00544,c0162830
db06201,c0003467
db00282,c0031090
db01362,c0948594
db01167,c0040034
db00296,c0042571
db00624,c0020443
db01142,c0700198
db01222,c0162429
db00281,c0011603
db00916,c0004134
db01240,c0042963
db00993,c0027651
db01238,c0001925
db01238,c0025222
db00734,c0917801
db00268,c0013298
db04876,c0009782
db00215,c0424295
db00928,c0235496
db01001,c0232461
db01023,c0037383
db00398,c0549475
db08884,c0001122
db00714,c0027441
db01610,c0018129
db01294,c3665596
db00724,c0034150
db00704,c0232462
db00916,c0006826
db00303,c0013384
db00404,c0042024
db00669,c0040034
db00996,c0009946
db01002,c0413252
db00633,c0085612
db01261,c1565489
db01059,c0012833
db01026,c0152030
db00218,c0854114
db00268,c0003860
db01198,c0085633
db00483,c0000737
db01019,c0231218
db01610,c0003811
db01101,c0575090
db00373,c0012569
db00531,c0017181
db01267,c0235074
db04573,c0856137
db00555,c0036454
db01136,c0149931
db01037,c0021400
db00186,c0012569
db01222,c0030252
db00445,c0006277
db04953,c0027947
db08874,c0011168
db00503,c1167863
db00918,c0030252
db00528,c0042384
db00877,c0030517
db00583,c0017178
db00697,c0017160
db00681,c0151826
db00185,c0019348
db00398,c0014742
db01068,c0002871
db05812,c0234215
db01607,c0042963
db00788,c0027707
db00246,c0002064
db00273,c0021177
db00247,c0178879
db01320,c0011551
db00294,c0040460
db00195,c0010200
db04835,c0030305
db01104,c0232462
db00318,c0003467
db01162,c0009806
db00761,c0234146
db00654,c0085636
db00676,c2939094
db00997,c0042373
db00294,c0030794
db00542,c0034068
db00692,c0042373
db01167,c0853692
db00627,c0151766
db01156,c0855237
db00250,c0161479
db00369,c0020672
db00973,c0031117
db00563,c0021053
db00990,c0700590
db00619,c0018944
db00814,c1535970
db00789,c0042109
db00289,c1269683
db06616,c0853034
db00843,c0010709
db00331,c1291078
db00854,c0235360
db00244,c0013395
db00441,c0000932
db01224,c0002624
db06228,c0012833
db06772,c0022660
db01046,c0023380
db01074,c0152025
db00390,c0264907
db00396,c0026848
db01235,c0011570
db00355,c0014457
db06228,c0002962
db00959,c0033774
db00747,c2830004
db01129,c0009421
db00910,c0151885
db01098,c0239937
db01229,c0042075
db01410,c0042029
db00582,c0008350
db00989,c0030196
db01232,c0037763
db00268,c0011860
db00335,c0234215
db00734,c0026826
db01273,c0235639
db01037,c0948594
db00629,c2047937
db00982,c0152459
db00973,c0151786
db01193,c0020580
db00448,c0011991
db01217,c0029408
db00327,c0011603
db00897,c0037763
db01394,c0018939
db01205,c0151735
db00422,c0042373
db01194,c1443060
db00176,c0234238
db00230,c1257843
db00796,c0700225
db00484,c0702166
db00484,c0013378
db01248,c0027813
db00656,c0149931
db00722,c0687713
db00804,c0013604
db01544,c0009676
db00899,c0024312
db01628,c0009676
db01232,c0009676
db00752,c0019158
db01327,c0012833
db01072,c0151479
db00537,c0687713
db00625,c0032285
db00773,c0151849
db04574,c0262397
db00776,c0162423
db00740,c0022346
db00945,c0948873
db00343,c0017178
db00629,c0015230
db00814,c0037199
db00531,c0021368
db01263,c0012569
db00328,c0013144
db00982,c0018802
db00202,c0039242
db04839,c0003123
db00412,c0038325
db01041,c0740394
db01320,c0042109
db00339,c0235416
db00295,c0001403
db00343,c0497365
db00398,c0036974
db00743,c0015376
db00894,c0027497
db00558,c0021400
db06290,c0017178
db00193,c0034888
db01600,c0232462
db01037,c0085584
db00502,c0085688
db01168,c0043352
db00820,c0017168
db00215,c0041296
db00268,c0040822
db01006,c0043094
db00679,c0027849
db06268,c0026766
db00734,c0151786
db01129,c0027651
db00413,c0013295
db01175,c0007398
db02638,c0151799
db00789,c1510410
db00238,c0234238
db01586,c0031039
db00687,c0002792
db01415,c0014742
db00745,c0014591
db00273,c0454643
db00716,c0037199
db06716,c0178298
db01242,c0007642
db04845,c0009241
db00603,c0014742
db00541,c0023530
db00492,c0012833
db01264,c0029118
db00338,c0036974
db00215,c0027497
db00408,c0043144
db00910,c0004239
db01156,c0026946
db00783,c0852911
db00623,c0020517
db00934,c2225524
db00997,c0013362
db00612,c0020458
db00989,c0007642
db00482,c0038454
db00938,c0232487
db00359,c0151907
db00215,c0018524
db00300,c0022660
db00994,c0042769
db00620,c0040435
db01274,c0015967
db00833,c0438142
db00421,c0234215
db01039,c0043096
db08913,c0020625
db00688,c0033774
db00343,c0020651
db00624,c0549634
db00104,c0034079
db00586,c0040460
db00257,c1291077
db00185,c0010399
db00436,c0037763
db01080,c0042029
db00273,c0085628
db08947,c0232602
db00938,c0030196
db00789,c0013144
db00728,c1867423
db00850,c0027849
db00709,c0018418
db01058,c0231528
db00656,c0151878
db08866,c0085633
db00843,c0020443
db01398,c0018834
db01144,c0042963
db00996,c0262576
db06216,c0232461
db00251,c0015230
db08896,c0014518
db00962,c0025320
db01136,c0042963
db00497,c0022904
db00184,c1167842
db08816,c0265031
db01265,c0016053
db00537,c0947912
db00413,c0018099
db01165,c0022568
db08901,c0004936
db05271,c0026858
db00887,c0042963
db06268,c0018681
db00307,c0149745
db00863,c0006147
db00480,c0456909
db06288,c0040822
db00547,c0033774
db00717,c0687713
db01590,c0002871
db00563,c0010520
db00207,c0232462
db01294,c0013378
db01211,c0013378
db00757,c0015967
db01118,c0018524
db00287,c0231919
db00783,c0022107
db00572,c0030252
db00346,c0442874
db01136,c0020453
db01356,c0234215
db01248,c0162429
db00035,c1168188
db00776,c0012833
db00227,c0151849
db00943,c0015393
db01208,c0231218
db01175,c0022346
db00605,c0008370
db01628,c0007642
db00656,c0028081
db00104,c0017160
db00843,c1384353
db00307,c0029878
db00242,c0004134
db00193,c1142135
db00480,c0021368
db00743,c0018808
db08887,c0009450
db01186,c0001430
db00244,c0018799
db00623,c0234967
db01264,c0235431
db05630,c0011603
db00909,c0080274
db01156,c0002994
db00563,c0034642
db01115,c0014742
db01037,c0018800
db01254,c0549297
db01192,c0011603
db00215,c0235876
db00843,c0700590
db00486,c0011991
db01244,c0155626
db01180,c0004604
db00603,c0853021
db00441,c0038362
db01208,c0001824
db00328,c0003123
db00294,c0015230
db00480,c0003537
db01085,c0037763
db00323,c0030552
db00264,c0008031
db00503,c0242350
db05294,c0860967
db00820,c0854303
db00187,c0020546
db00754,c0015672
db00601,c0854467
db01104,c0002994
db00207,c0027769
db00374,c0428977
db00316,c0267792
db00938,c0020523
db01137,c0040479
db01077,c0011991
db00035,c0042373
db00968,c0221733
db00285,c0015402
db00959,c0034063
db00407,c0340865
db06705,c0243026
db00843,c0042401
db00480,c2981158
db00572,c0008031
db00743,c0020538
db00861,c0349506
db00586,c0016242
db01095,c0853875
db00264,c0018790
db05109,c0015672
db00906,c0018021
db01022,c0020433
db01229,c0018681
db00966,c0039503
db01265,c0011603
db00899,c0428977
db01223,c0036572
db00193,c0010692
db00273,c0014457
db00224,c0231218
db01330,c0030312
db00734,c0242350
db08826,c1384353
db00327,c0852913
db08827,c0013395
db00528,c1443060
db00603,c0235146
db08930,c0221201
db00425,c1868980
db01112,c0015967
db00344,c0004093
db00989,c0542571
db00947,c0031350
db00668,c0008031
db00678,c0004238
db01242,c0022104
db01072,c0040460
db01112,c0042075
db00313,c0004936
db01156,c0019360
db00586,c0002871
db00683,c0234233
db00904,c0013428
db01224,c0020473
db00776,c0033774
db01165,c0233494
db00193,c0039504
db04868,c0025323
db00303,c0009450
db01233,c0011570
db01182,c0852628
db01151,c0004093
db00431,c0002170
db01165,c0034155
db00213,c0042571
db00461,c0017152
db00704,c0020458
db00882,c0029134
db01175,c0013220
db01128,c0746883
db00396,c0239571
db08889,c0020580
db01211,c1443060
db01413,c0030193
db00603,c0004936
db00908,c0006266
db06813,c0033774
db00468,c0020458
db01346,c0233472
db00285,c0011253
db01242,c0003079
db01262,c0267792
db00648,c0020651
db00750,c0549249
db00230,c0020757
db00300,c0700225
db00583,c0025222
db01280,c0235416
db01610,c1384353
db00373,c0701811
db01062,c0017675
db02546,c0948089
db06711,c0022568
db01024,c0019158
db00297,c0235639
db00499,c0023530
db00665,c0043352
db00649,c1262113
db00979,c0392676
db00964,c0041834
db00674,c0014591
db00396,c0232487
db08826,c0020649
db00203,c0541941
db00519,c0020757
db01249,c0021053
db00908,c0004936
db00203,c0236000
db01039,c0178298
db00989,c0011615
db00943,c0009768
db00605,c0014591
db01264,c0007971
db00934,c0233407
db00215,c3203531
db00709,c0026846
db04845,c0151313
db00784,c0001824
db01098,c0151576
db00708,c0428977
db00684,c0392386
db00937,c0012833
db00503,c0007971
db00869,c0332575
db01255,c0178298
db00542,c0027947
db00564,c0012797
db01002,c0007222
db00497,c0234215
db00674,c0007787
db01141,c0546817
db00537,c0220870
db01101,c0151594
db00755,c0043144
db00545,c0034063
db01263,c0040034
db01198,c0009763
db00774,c0221185
db00654,c0042029
db00569,c0149514
db00962,c3665386
db00673,c0239937
db01367,c0041912
db00193,c3665386
db01192,c0004936
db01005,c2939420
db01156,c0233488
db00788,c0020461
db00776,c0015230
db00553,c0037763
db00997,c0011206
db00104,c0031542
db01254,c0010200
db01576,c0242350
db06268,c0231530
db01062,c0549356
db00612,c0020453
db00862,c0521481
db01136,c0085614
db00843,c0013295
db00649,c1142357
db00995,c0232462
db00296,c0004936
db00482,c0851578
db06605,c0011849
db00950,c0042769
db00488,c0852911
db06594,c0267792
db00323,c0233494
db00908,c0857305
db00320,c0151827
db01200,c0039231
db00459,c0687707
db01160,c0030193
db01119,c0020621
db01105,c0018500
db01095,c0021775
db01238,c0455769
db06781,c0019348
db00675,c0456909
db00833,c0151576
db00782,c0152198
db01242,c0024902
db01176,c0030554
db01196,c0600142
db01097,c0031350
db01203,c0151942
db00594,c0235318
db01008,c0850149
db01242,c0001925
db00811,c0017551
db00764,c0010200
db00278,c1142412
db01114,c0003467
db00688,c0019348
db01043,c0011334
db00547,c0162820
db00978,c0019158
db00337,c1527358
db00666,c0600142
db00808,c0042023
db00814,c0041582
db08820,c0178298
db00939,c0011991
db00222,c0042384
db00780,c0015230
db01229,c0004604
