e1,e2,all
db01099,['db01099'],"['db01099', 'db01099', 'c0035078', 'c0948168', 'c0040034', 'c0004134', 'c0033774', 'c0008031', 'c0019158', 'c0018524', 'c0151579', 'c0242973', 'c0000737', 'c0687713', 'c0019080', 'c0017181', 'c0003123', 'c0002871', 'c0160390', 'c0020517', 'c0349506', 'c0030554', 'c2242583', 'c0022346', 'c0018681', 'c0004093', 'c0030312', 'c0018790', 'c0020615', 'c0015967', 'c0020621', 'c0014518', 'c0011053', 'c0042963', 'c0009676', 'c0232462', 'c0031117', 'c0014457', 'c0027497', 'c0242528', 'c0033975', 'c0013404', 'c0518015', 'c0033247', 'c0013295', 'c1443060', 'c0009324', 'c0011991', 'c0023530', 'c0857331', 'c0042571', 'c0015672', 'c0042109', 'c0015230', 'c0002874', 'c0036572', 'c1384666', 'c0086565', 'c0162297', 'c0011603', 'c0043352', 'c0162830', 'c0151798', 'c0242422', 'c0014356', 'c0001824']"
db01100,"['db01100', 'db06144', 'db01184', 'db01430', 'db00450', 'db00950', 'db04841', 'db04842', 'db00637']","['db01100', 'db01100', 'db06144', 'db01184', 'db01430', 'db00450', 'db00950', 'db04841', 'db04842', 'db00637', 'c0003123', 'c0002878', 'c0041657', 'c0151818', 'c0037036', 'c0017566', 'c0700075', 'c0233571', 'c0232487', 'c0014457', 'c0040822', 'c0004093', 'c0039231', 'c0008031', 'c0039070', 'c0234458', 'c0037763', 'c0004936', 'c0030312', 'c0085623', 'c0494475', 'c0234133', 'c0002871', 'c0018799', 'c0002453', 'c0043094', 'c0042109', 'c0020651', 'c0392676', 'c0242350', 'c0018681', 'c0232461', 'c1262064', 'c0242422', 'c0040479', 'c0020649', 'c0001824', 'c0011168', 'c0013144', 'c0033774', 'c0020625', 'c0017178', 'c0042963', 'c2830004', 'c0043096', 'c0241442', 'c1320474', 'c0151878', 'c0542224', 'c0080274', 'c0014130', 'c0392156', 'c0014549', 'c0027849', 'c0009806', 'c0031133', 'c0547030', 'c0178298', 'c0036974', 'c0026837', 'c0427086', 'c0006145', 'c0015371', 'c0151205', 'c0855329', 'c0026821', 'c0027765', 'c0015397', 'c0012833', 'c0014724', 'c0030252', 'c0424295', 'c0042514', 'c0040485', 'c0231528', 'c0413252', 'c0042510', 'c0011603', 'c0152030', 'c0233514', 'c0037274', 'c0013384', 'c0235660', 'c0002874', 'c0038990', 'c0151564', 'c0233565', 'c0015732', 'c0151889', 'c0011570', 'c0232462', 'c0948594', 'c0344232', 'c0042023', 'c0522055', 'c0018418', 'c0917801', 'c0023530', 'c0028734', 'c0018939', 'c0085637', 'c0548823', 'c0857305', 'c0015230', 'c3665347', 'c0036572', 'c0027497', 'c1096355', 'c0020672', 'c0020538', 'c2981158', 'c0877322', 'c0025345', 'c0086543', 'c0020514', 'c0011991', 'c0009782', 'c0151611', 'c0020458', 'c0037822', 'c0085631', 'c0043352', 'c0686347', 'c0036341', 'c0232333']"
db01101,['db01101'],"['db01101', 'db01101', 'c0149871', 'c0239946', 'c0016382', 'c0003811', 'c0030446', 'c0151766', 'c0162429', 'c0009763', 'c0948089', 'c0344315', 'c0237849', 'c0024137', 'c0857496', 'c0221776', 'c0151872', 'c1321898', 'c0027066', 'c0259799', 'c0235032', 'c0021843', 'c0001824', 'c0004238', 'c0014518', 'c1527344', 'c0035078', 'c0011071', 'c0235266', 'c0033774', 'c2711227', 'c0522067', 'c0033046', 'c0022573', 'c0343886', 'c0406834', 'c0037650', 'c0522348', 'c0221743', 'c0152031', 'c0085932', 'c0235710', 'c0004604', 'c0007787', 'c0009676', 'c0011991', 'c0151905', 'c0027059', 'c0162834', 'c0040822', 'c0013404', 'c3665386', 'c0023530', 'c0948594', 'c0022602', 'c0013428', 'c0860871', 'c0003123', 'c0236053', 'c0085593', 'c0009782', 'c0311468', 'c0037383', 'c0853761', 'c0027765', 'c0011168', 'c0221714', 'c0009806', 'c0020557', 'c0542571', 'c0029408', 'c0857245', 'c0026946', 'c2364111', 'c0032285', 'c1963951', 'c0240464', 'c0700590', 'c1306341', 'c0042075', 'c0019147', 'c0022346', 'c0311394', 'c0043094', 'c0232495', 'c0018801', 'c0347941', 'c0151577', 'c0034886', 'c1443060', 'c0151602', 'c0085584', 'c0520459', 'c0020456', 'c0036974', 'c0030554', 'c0037763', 'c0151636', 'c0019521', 'c0043096', 'c0011849', 'c0039239', 'c0023380', 'c0020437', 'c0039231', 'c0021053', 'c0038454', 'c0030193', 'c0004691', 'c0158322', 'c0549249', 'c0020598', 'c1368065', 'c0019372', 'c0042963', 'c0860967', 'c0031542', 'c0014745', 'c0014868', 'c0376356', 'c0002878', 'c1442903', 'c0012569', 'c0013456', 'c0032227', 'c0013604', 'c0031345', 'c0040034', 'c0027796', 'c0340464', 'c0520588', 'c0006625', 'c0013362', 'c0233401', 'c0003537', 'c0030312', 'c0006145', 'c0019079', 'c0027497', 'c0232487', 'c0086769', 'c0011053', 'c0553732', 'c0014742', 'c0151735', 'c0236000', 'c0009319', 'c0231528', 'c1384353', 'c0521839', 'c0541832', 'c0028081', 'c0151723', 'c1096035', 'c0003862', 'c0267792', 'c0043117', 'c0032326', 'c0015397', 'c0521592', 'c0023510', 'c0232492', 'c0085616', 'c0022603', 'c0428974', 'c0033771', 'c0019158', 'c0025362', 'c0700225', 'c0016397', 'c0162298', 'c0851578', 'c0687713', 'c0029944', 'c0234632', 'c0016204', 'c0239340', 'c0017168', 'c0040409', 'c0019825', 'c0035455', 'c0086543', 'c0234215', 'c0013395', 'c0013378', 'c0034150', 'c0151908', 'c0042487', 'c0392386', 'c0522153', 'c0577559', 'c0020625', 'c0018965', 'c0221345', 'c0018681', 'c0041909', 'c0042571', 'c0004093', 'c0034065', 'c0405479', 'c0014591', 'c0042029', 'c0151744', 'c0022107', 'c2242996', 'c0017181', 'c0020651', 'c1328291', 'c0004134', 'c0494165', 'c0020546', 'c0242429', 'c1384489', 'c0031039', 'c0232292', 'c0003864', 'c0006849', 'c0031350', 'c0023223', 'c0152009', 'c0042109', 'c0016470', 'c0030196', 'c0009938', 'c0020433', 'c0039240', 'c0018926', 'c0851341', 'c0041105', 'c0267596', 'c0036973', 'c0015695', 'c0520563', 'c0013608', 'c0009450', 'c0231807', 'c0152025', 'c2979982', 'c0041969', 'c0022568', 'c0011603', 'c0232462', 'c0151970', 'c0575090', 'c0151594', 'c0040479', 'c0002170', 'c0002871', 'c0021400', 'c0020295', 'c0151827', 'c0424790', 'c1142499', 'c0854121', 'c0442874', 'c0029882', 'c0235431', 'c0004096', 'c2363730', 'c0042373', 'c3665624', 'c0086565', 'c0018944', 'c0034882', 'c0870082', 'c0011175', 'c0038826', 'c0424605', 'c3665356', 'c0151773', 'c0021368', 'c0011606', 'c0013609', 'c0004936', 'c0019209', 'c0017178', 'c0085633', 'c0027051', 'c0221150', 'c0948692', 'c0151849', 'c0857183', 'c0005758', 'c0267716', 'c0040053', 'c0032617', 'c0520802', 'c0012833', 'c0149725', 'c0152227', 'c0948525', 'c0002962', 'c0003621', 'c0019348', 'c0221201', 'c0243026', 'c0027651', 'c0151825', 'c0040425', 'c2047937', 'c0018790', 'c0277925', 'c0022660', 'c0015230', 'c0233794', 'c2697368', 'c0020458', 'c0006430', 'c0042510', 'c0518015', 'c0038358', 'c0017152', 'c0205204', 'c0860866', 'c0025874', 'c0041657', 'c0041912', 'c0019360', 'c0040264', 'c0852711', 'c0858635', 'c0085661', 'c0018799', 'c0038999', 'c0239295', 'c0037274', 'c0039070', 'c0085619', 'c0149904', 'c2363731', 'c0011570', 'c0236075', 'c0178298', 'c0039971', 'c0553702', 'c0549567', 'c1167965', 'c0085611', 'c0000768', 'c0085605', 'c0013298', 'c0151786', 'c0013182', 'c0349506', 'c0042790', 'c0015967', 'c0917801', 'c0236082', 'c0151664', 'c1442826', 'c0392699', 'c0020676', 'c1720798', 'c0007642', 'c0240735', 'c0040046', 'c0856554', 'c0314719', 'c1260880', 'c0600142', 'c0025222', 'c0015672', 'c0019112', 'c0005779', 'c0234913', 'c0034642', 'c0520893', 'c0948296', 'c0549389', 'c0023798', 'c0031256', 'c0041834', 'c3665347', 'c0016059', 'c0020517', 'c0002965', 'c0010200', 'c0687707', 'c0027947', 'c0002622', 'c0020580', 'c0221245', 'c0264267', 'c0041582', 'c0085119', 'c0948586', 'c0042024', 'c0020538', 'c0013491', 'c0038325', 'c1262013', 'c0028734', 'c0399459', 'c0000737', 'c0032226', 'c0521591', 'c0855242', 'c0151904', 'c0549410', 'c0234909', 'c0035854', 'c0024236', 'c0032787', 'c0520806', 'c0423636', 'c0019572', 'c0575081', 'c0031117', 'c0033687', 'c0151313', 'c0428977', 'c0025061', 'c0151828', 'c0038362', 'c0549373', 'c0235378', 'c0000731', 'c0853692', 'c0020621', 'c0151907', 'c0149745', 'c0150450', 'c0037284', 'c1565489', 'c0549257', 'c0015469', 'c0232461', 'c0852911', 'c0003467', 'c0006266', 'c0746883', 'c0011124', 'c0344232', 'c0476273', 'c0010034', 'c0006277', 'c0231218', 'c0020649', 'c0080274', 'c1112320', 'c0007859', 'c0152027', 'c0341012', 'c0023067', 'c0013922', 'c0018932', 'c0015468', 'c0878544', 'c0520966', 'c0037299', 'c0008031', 'c0162119', 'c0042345', 'c0021308', 'c0085649', 'c0027339', 'c0027441', 'c0948715', 'c0024312', 'c0043352', 'c0019080', 'c0162830', 'c0549452', 'c1141930', 'c0518988', 'c0017160', 'c0497247', 'c0020453', 'c0014335', 'c0033777', 'c1384666', 'c0006285', 'c0270810', 'c0030252', 'c0149931', 'c0006840', 'c0973461', 'c0877153', 'c0021807', 'c0919980', 'c0333355', 'c0268000', 'c0003962', 'c1258215', 'c2939186']"
db01102,"['db01102', 'db01288', 'db08893', 'db00598', 'db00938', 'db01064', 'db00867', 'db00668', 'db01274', 'db00368', 'db00983', 'db00841']","['db01102', 'db01102', 'db01288', 'db08893', 'db00598', 'db00938', 'db01064', 'db00867', 'db00668', 'db01274', 'db00368', 'db00983', 'db00841']"
db01103,"['db01103', 'db00613', 'db00608', 'db01611', 'db00690', 'db00527']","['db01103', 'db01103', 'db00613', 'db00608', 'db01611', 'db00690', 'db00527']"
db01104,"['db01104', 'db00934']","['db01104', 'db01104', 'db00934', 'c0423791', 'c0014518', 'c0042384', 'c0017566', 'c0919715', 'c0017605', 'c0012813', 'c0085636', 'c0085932', 'c0020649', 'c0235818', 'c0234916', 'c0042401', 'c0085593', 'c0080274', 'c0013384', 'c0004691', 'c0259749', 'c0009676', 'c0151610', 'c0043352', 'c0497156', 'c0023533', 'c0038663', 'c0041834', 'c0011603', 'c0085633', 'c0236075', 'c0001511', 'c0086132', 'c0009946', 'c0085583', 'c0004604', 'c0424000', 'c0428977', 'c0034886', 'c0009319', 'c3203358', 'c0005758', 'c0338831', 'c0014868', 'c0011334', 'c0040034', 'c0019112', 'c0028084', 'c0012569', 'c3665386', 'c0027051', 'c0011849', 'c0026837', 'c0392025', 'c0038325', 'c0038450', 'c0549209', 'c0022904', 'c0004936', 'c0038661', 'c0700590', 'c0043096', 'c0392162', 'c0948089', 'c0040822', 'c0037822', 'c0428974', 'c0010200', 'c0013390', 'c0494559', 'c1142135', 'c0006826', 'c1457883', 'c0020701', 'c0018418', 'c0020651', 'c0041657', 'c0042345', 'c0149836', 'c0232459', 'c0424295', 'c0027066', 'c0018520', 'c0027651', 'c0020453', 'c0023067', 'c0028961', 'c0006145', 'c0012833', 'c0234458', 'c0001824', 'c0020615', 'c0042514', 'c0741553', 'c0036572', 'c0038362', 'c0027497', 'c0018681', 'c2979982', 'c0038990', 'c0038367', 'c0006384', 'c0043349', 'c0162429', 'c0025323', 'c1112442', 'c0019048', 'c0234930', 'c0030312', 'c0017601', 'c0036454', 'c0015230', 'c0234987', 'c0019080', 'c0162830', 'c0235667', 'c0232849', 'c0575081', 'c0271710', 'c0027769', 'c0020564', 'c0002622', 'c0015672', 'c0013781', 'c0001807', 'c0033038', 'c0558489', 'c0004134', 'c0038363', 'c0392156', 'c1145628', 'c0017152', 'c0003469', 'c0013395', 'c0012797', 'c0699828', 'c0021053', 'c0234913', 'c0233472', 'c0085649', 'c0278106', 'c0041912', 'c0000737', 'c0232431', 'c0152198', 'c0024894', 'c0039971', 'c0231528', 'c0267792', 'c0235437', 'c0019209', 'c0233494', 'c0013604', 'c0038587', 'c0235876', 'c0019270', 'c0018524', 'c0151827', 'c0242350', 'c0019158', 'c0948594', 'c0027932', 'c0017181', 'c0234215', 'c0011991', 'c0020542', 'c0019521', 'c0036104', 'c2830004', 'c0020517', 'c0002792', 'c0015397', 'c0151905', 'c0022408', 'c0042035', 'c0085631', 'c0020039', 'c0032961', 'c0040264', 'c0029408', 'c0030193', 'c0541760', 'c0600142', 'c0022660', 'c2242737', 'c0085632', 'c0002170', 'c0595929', 'c0003811', 'c0024299', 'c0973461', 'c1167965', 'c0027849', 'c0241705', 'c0025222', 'c0687713', 'c0268000', 'c0085271', 'c0034880', 'c0020580', 'c0019087', 'c0002871', 'c0349506', 'c0456909', 'c0015371', 'c0011616', 'c0577115', 'c0018799', 'c0011206', 'c0855333', 'c0027765', 'c0852911', 'c0227791', 'c0031117', 'c0042963', 'c0232462', 'c0002994', 'c0016658', 'c0151908', 'c0033117', 'c0542571', 'c0020458', 'c0231218', 'c0006147', 'c0235351', 'c0221333', 'c0522178', 'c0595930', 'c0019079', 'c0030920', 'c0004245', 'c0151849', 'c0013428', 'c0009421', 'c0085605', 'c0403632', 'c0042075', 'c0026961', 'c0235750', 'c0020538', 'c0026827', 'c2129214', 'c0178298', 'c0151836', 'c0039070', 'c0027813', 'c0042023', 'c0085641', 'c0002874', 'c0025061', 'c0234047', 'c0233632', 'c0151603', 'c0151205', 'c3665347', 'c0013378', 'c0039231', 'c0917801', 'c0015402', 'c0015300', 'c0011551', 'c0016204', 'c0340865', 'c0151772', 'c0020456', 'c0011168', 'c0030305', 'c0151878', 'c0038273', 'c0006277', 'c0235086', 'c0030252', 'c0015967', 'c0206669', 'c0311468', 'c0037036', 'c0014431', 'c0035455', 'c0009763', 'c0006325', 'c0221392', 'c0003123', 'c0033975', 'c0014742', 'c0151826', 'c0013456', 'c0553668', 'c1306341', 'c0024902', 'c0025874', 'c0022890', 'c0853089', 'c0520966', 'c1368065', 'c0011253', 'c0026826', 'c0013404', 'c0025345', 'c1971624', 'c0020676', 'c0027540', 'c0017178', 'c0033246', 'c0037672', 'c0009806', 'c0003467', 'c0235146', 'c0003578', 'c0235807', 'c0023530', 'c0026821', 'c0234133', 'c0235198', 'c1527344', 'c1522133', 'c3544214', 'c0020903', 'c0235660', 'c0549622', 'c0010692', 'c1142412', 'c0024305', 'c0004093', 'c0021141', 'c0151786', 'c0553713', 'c0149931', 'c0086543', 'c1456784', 'c0037274', 'c0016382', 'c0000731', 'c0006266', 'c0014394', 'c1145670', 'c0017160', 'c1142239', 'c0036830', 'c0040479', 'c0022346', 'c0020578', 'c1112443', 'c0242184', 'c0042024', 'c0270795', 'c0043387', 'c0086692', 'c0020507', 'c0034150', 'c0020443', 'c0011124', 'c0151888', 'c0013595', 'c0015732', 'c0042109', 'c0003862', 'c0235901', 'c0232461', 'c0021177', 'c0042571', 'c0030554', 'c0019065', 'c0265110', 'c1167661', 'c0033774', 'c0235969', 'c0235490', 'c0030232', 'c0009782', 'c0014130', 'c0031350', 'c0016655', 'c0003537', 'c0007820', 'c0014591', 'c0035243', 'c0037199', 'c0156404', 'c0008031', 'c0018965', 'c0855242', 'c0235353', 'c2225524', 'c0149745', 'c0001430', 'c0852733', 'c0085611', 'c0020555', 'c0040409', 'c1704373', 'c0151907', 'c0037763', 'c0023218', 'c0029134', 'c0029882', 'c1443060', 'c2047937', 'c0587246', 'c0014724', 'c0086439', 'c0085628', 'c0232726', 'c0231530', 'c0549249', 'c0235848', 'c0002453', 'c0023066', 'c0028734', 'c0042373', 'c0518015', 'c0009595', 'c0032617', 'c0085637', 'c0011570', 'c0041969', 'c0151626', 'c0231837', 'c0013144', 'c0020625', 'c0233471', 'c0424790', 'c0026650', 'c0017675', 'c0043094', 'c0232286', 'c0034186', 'c0233414', 'c0011175', 'c0020514', 'c0028738', 'c0036974', 'c0018944']"
db01105,['db01105'],"['db01105', 'db01105', 'c0027932', 'c0235198', 'c0010692', 'c0034152', 'c0575081', 'c0026848', 'c0338831', 'c0033774', 'c0438716', 'c0037299', 'c0013604', 'c0042571', 'c0042963', 'c0040479', 'c0020538', 'c0917801', 'c0006444', 'c0268732', 'c0009806', 'c0151786', 'c0031085', 'c0031256', 'c0019270', 'c0019112', 'c0038358', 'c0007642', 'c3495920', 'c0027697', 'c0542571', 'c0151636', 'c0020578', 'c0151610', 'c0015967', 'c0009319', 'c2830004', 'c0036974', 'c0002418', 'c0917798', 'c0740399', 'c0162830', 'c0042594', 'c0022081', 'c0947912', 'c0085593', 'c0011124', 'c0281981', 'c0033860', 'c0497247', 'c0037274', 'c0151826', 'c0085649', 'c0232849', 'c0002962', 'c0314719', 'c0013390', 'c0151539', 'c0231218', 'c0235146', 'c0000737', 'c0232292', 'c0151736', 'c0007787', 'c0233494', 'c0008325', 'c0030196', 'c0027424', 'c0521161', 'c0021400', 'c0039520', 'c0029878', 'c0340865', 'c0009450', 'c0018099', 'c0030794', 'c0040034', 'c0005758', 'c0020039', 'c0149931', 'c1565489', 'c3665347', 'c0036572', 'c0221100', 'c0020473', 'c0349506', 'c0221203', 'c0017152', 'c0005940', 'c0013447', 'c0042024', 'c0004096', 'c0017178', 'c0037822', 'c0001925', 'c0235735', 'c0232461', 'c0080274', 'c0020580', 'c0002170', 'c0007859', 'c0003864', 'c0403632', 'c0016867', 'c0151603', 'c0027796', 'c0518015', 'c0027651', 'c0020433', 'c0024115', 'c0043094', 'c0040128', 'c0011570', 'c0008350', 'c0242350', 'c0030193', 'c0014544', 'c0033036', 'c0233414', 'c0027339', 'c0002957', 'c0002792', 'c0043352', 'c0042376', 'c0338614', 'c0025345', 'c0038661', 'c0027497', 'c1510410', 'c0009938', 'c0687713', 'c0007097', 'c0233472', 'c0235710', 'c0021843', 'c0268733', 'c0151825', 'c0235431', 'c0041657', 'c0085932', 'c0006384', 'c0852911', 'c0151474', 'c0015695', 'c0344232', 'c0011616', 'c0002994', 'c0086543', 'c0008031', 'c0948594', 'c0012833', 'c0015469', 'c0020540', 'c0022408', 'c0302295', 'c0149937', 'c0035078', 'c0040485', 'c0428977', 'c0014724', 'c0014868', 'c0027066', 'c1443060', 'c3263723', 'c0028084', 'c0040409', 'c0015397', 'c0009763', 'c0006826', 'c0027813', 'c0948089', 'c0042109', 'c0040822', 'c0392156', 'c0018681', 'c0030252', 'c0039070', 'c0011603', 'c0085702', 'c0014335', 'c0231528', 'c0036690', 'c0855223', 'c0151904', 'c0018500', 'c0013295', 'c0009676', 'c0011175', 'c1142412', 'c0042401', 'c2937350', 'c0011334', 'c0151905', 'c0038454', 'c0424000', 'c0162287', 'c0037287', 'c0024282', 'c0032285', 'c0740394', 'c0424295', 'c0017675', 'c0042029', 'c0221201', 'c0006118', 'c0018802', 'c0043387', 'c0011253', 'c0042510', 'c0037286', 'c0031350', 'c0017160', 'c0702166', 'c0151477', 'c0031542', 'c0687707', 'c0042514', 'c0836924', 'c0025874', 'c0013491', 'c0039971', 'c0085641', 'c0020615', 'c0919980', 'c0042373', 'c0011168', 'c2939447', 'c0039231', 'c0085631', 'c0020458', 'c0020550', 'c0004238', 'c0003123', 'c0268000', 'c0004134', 'c0037036', 'c0243026', 'c0000731', 'c0013428', 'c0003811', 'c0029408', 'c0023518', 'c0520806', 'c0018790', 'c0003862', 'c0040435', 'c0014591', 'c0020676', 'c0011849', 'c0020461', 'c0023067', 'c0040264', 'c0234708', 'c0019080', 'c0034882', 'c0017574', 'c0006277', 'c0029456', 'c2047937', 'c0267596', 'c0013456', 'c0574067', 'c0035309', 'c0235416', 'c0231530', 'c0233471', 'c0031212', 'c0013595', 'c0234458', 'c0003467', 'c0020456', 'c0085632', 'c0151766', 'c0011071', 'c0014457', 'c0030554', 'c0021368', 'c0017662', 'c0016204', 'c0522055', 'c0038362', 'c0855242', 'c0438215', 'c0019360', 'c3665386', 'c0085096', 'c0086565', 'c0038990', 'c0002622', 'c0000833', 'c0020517', 'c0392025', 'c0003578', 'c0023218', 'c0027051', 'c0027707', 'c1368065', 'c0232462', 'c0699828', 'c0151849', 'c0013404', 'c0019348', 'c0162316', 'c0004093', 'c0031117', 'c0014534', 'c0020621', 'c0029882', 'c0013378', 'c0521591', 'c0018520', 'c0037763', 'c0233632', 'c0039240', 'c0018021', 'c0042023', 'c0040517', 'c0037199', 'c0242301', 'c0007971', 'c0151908', 'c0852733', 'c0235876', 'c0151662', 'c0027769', 'c0270458', 'c0151578', 'c2711227', 'c0020651', 'c0701811', 'c0033975', 'c0017181', 'c0853141', 'c0149745', 'c0003873', 'c0017601', 'c0518988', 'c0022904', 'c0021177', 'c0020649', 'c0041349', 'c0151838', 'c0034150', 'c0021053', 'c0013395', 'c0151717', 'c0234215', 'c1269683', 'c0020443', 'c0015230', 'c0018965', 'c0162429', 'c0042345', 'c0851578', 'c0004604', 'c0026826', 'c0085633', 'c0023530', 'c0002871', 'c2979982', 'c0011991', 'c0235969', 'c0010200', 'c0007222', 'c0151772', 'c0151827', 'c0035455', 'c2225524', 'c0497156', 'c1306341', 'c0002453']"
db01106,['db01106'],"['db01106', 'db01106', 'c0423153', 'c0162285', 'c0155169', 'c0235267', 'c0011603', 'c0677500', 'c0031350', 'c0018681', 'c3665347', 'c0041834', 'c0010200', 'c0027497', 'c0013404', 'c0152227', 'c0004093', 'c0547030', 'c0015230', 'c0030193', 'c0015672', 'c2830004', 'c0043352', 'c0151827']"
db01107,"['db01107', 'db00593']","['db01107', 'db01107', 'db00593']"
db01108,"['db01108', 'db06710', 'db00621', 'db00624', 'db06718', 'db01406']","['db01108', 'db01108', 'db06710', 'db00621', 'db00624', 'db06718', 'db01406']"
db01110,"['db01110', 'db08604']","['db01110', 'db01110', 'db08604', 'c0038362', 'c0011991', 'c0267792', 'c0002994', 'c0004093', 'c0025061', 'c0038325', 'c0018681', 'c0011603', 'c0232462', 'c0235351', 'c1384353', 'c0030193', 'c2047937', 'c0042109', 'c0021053', 'c0002871', 'c0858797', 'c0037763', 'c0239739', 'c0027497', 'c0009450', 'c0040435', 'c0010200', 'c0015672', 'c0042963', 'c0000737', 'c0014518', 'c0221776', 'c1328375', 'c0027765', 'c0232492', 'c2004489', 'c0019158', 'c0041912', 'c0740425', 'c0085593', 'c0002792', 'c0014742', 'c0017178', 'c0020517', 'c0040460', 'c0017160', 'c0033774', 'c0003123', 'c0043352', 'c0687713', 'c0011616', 'c0149745', 'c1963790', 'c0015230', 'c2364111', 'c0151662', 'c0522064', 'c1443060', 'c0851341', 'c0231218', 'c0017672', 'c0018939', 'c0521491', 'c0027947', 'c0024312', 'c0235324', 'c0236083', 'c0026821', 'c0399459', 'c0162820', 'c0008301', 'c0013378', 'c0234215']"
db01111,"['db01111', 'db00626']","['db01111', 'db01111', 'db00626', 'c0040460', 'c0549373', 'c0475858', 'c0239150', 'c0232462', 'c0520837', 'c0162429', 'c2830004', 'c0241729', 'c0232487', 'c1504494', 'c0003578', 'c0234518', 'c0852810', 'c0849796', 'c0043144', 'c0014591', 'c0017178', 'c0858635', 'c0015230', 'c0013362', 'c0948586', 'c0599918', 'c0041969', 'c0003467', 'c0018681', 'c0151539', 'c0276680', 'c0241235', 'c0036572', 'c0009782', 'c0235431', 'c0019079', 'c0025061', 'c0015967', 'c0149725', 'c0004936', 'c0948594', 'c0595916', 'c0013404', 'c0013378', 'c0008031', 'c0016204', 'c0700184', 'c0011603', 'c0013182', 'c2363730', 'c0040264', 'c2697368', 'c0033687', 'c0235710', 'c0575090', 'c0039971', 'c0004093', 'c0021053', 'c0010200', 'c0042075', 'c0020517', 'c0042571', 'c0151578', 'c0006266', 'c0012833', 'c2363731', 'c0011991', 'c0042109', 'c0027765', 'c0231856', 'c0028961', 'c0242429', 'c0015672', 'c0042963', 'c0037036', 'c0030554', 'c0027497', 'c0853326', 'c0159056', 'c0476273', 'c0003862', 'c0006840', 'c1527344', 'c0239134', 'c0004096', 'c1328308', 'c0034642']"
